Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-February-2011,622.05,628.25,614.75,619.80,621.663458432338140599,1114424,21122,692796678.00,115324,10.35,13.50,-2.25
22-February-2011,632.40,632.45,620.70,623.85,625.074824224371310339,1351581,24768,844839256.00,237071,17.54,11.75,-8.55
21-February-2011,639.10,640.80,622.55,637.45,632.774241772151898734,1580000,27999,999783302.00,281502,17.82,18.25,-1.65
18-February-2011,657.00,661.00,634.00,637.95,647.287720499120785173,1420017,28179,919159567.00,201774,14.21,27.00,-19.05
17-February-2011,643.10,657.00,641.35,654.90,649.823322671281487890,1851426,32092,1203099795.00,481332,26.00,15.65,11.80
16-February-2011,607.90,644.00,606.10,641.05,633.371336420264623444,3408995,56121,2159159719.00,485873,14.25,37.90,33.15
15-February-2011,625.00,627.00,612.00,616.55,618.778051521891589606,1812317,33751,1121421982.00,205306,11.33,15.00,-8.45
14-February-2011,605.10,620.95,599.85,619.20,613.581178046892057949,1341933,25667,823384831.00,221583,16.51,21.10,14.10
11-February-2011,601.00,603.00,575.80,595.05,586.394237530759356353,2232654,45809,1309215440.00,287328,12.87,27.20,-5.95
10-February-2011,598.05,604.20,582.05,599.80,593.139684521841939111,1715301,33922,1017413094.00,142434,8.30,22.15,1.75
9-February-2011,617.90,620.00,595.20,598.55,609.330902165796132080,1959141,33602,1193765153.00,325766,16.63,24.80,-19.35
8-February-2011,644.80,644.80,617.25,619.55,627.766141923553103794,1276180,24202,801142595.00,193904,15.19,27.55,-25.25
7-February-2011,638.60,645.00,635.00,639.75,640.186068533019475443,1234529,20370,790328267.00,220959,17.90,10.00,1.15
4-February-2011,638.65,651.90,632.25,635.85,644.148975490431406989,2270501,36622,1462540893.00,689043,30.35,19.65,-2.80
3-February-2011,626.05,640.00,625.70,637.55,635.805665477017522351,1761864,29679,1120203113.00,687911,39.04,14.30,11.50
2-February-2011,630.15,633.85,615.65,625.70,627.524822291926128167,3976184,55771,2495154158.00,1712466,43.07,18.20,-4.45
1-February-2011,637.00,642.65,627.15,630.95,634.188578040957883510,2085264,28943,1322450611.00,654984,31.41,15.50,-6.05
31-January-2011,619.00,640.00,617.25,637.75,629.186332764301491090,2463834,34227,1550210679.00,705180,28.62,22.75,18.75
28-January-2011,646.00,653.70,630.15,635.90,641.781481077167923975,1218343,21747,781909975.00,184941,15.18,23.55,-10.10
27-January-2011,655.50,660.00,649.00,650.30,652.846622072522083183,1012988,18595,661325794.00,235993,23.30,11.00,-5.20
25-January-2011,651.75,662.80,650.30,655.10,657.494050256203709919,2011095,27866,1322282997.00,845730,42.05,12.50,3.35
24-January-2011,629.50,651.40,625.15,648.85,642.511456681411494426,1406821,26429,903898610.00,345900,24.59,26.25,19.35
21-January-2011,631.25,634.95,627.15,629.60,630.411158042942625835,852300,12863,537299430.00,422415,49.56,7.80,-1.65
20-January-2011,634.90,642.50,631.00,634.95,636.431081869376949137,1069704,16768,680792874.00,366152,34.23,11.50,0.05
19-January-2011,634.90,644.20,634.00,639.80,640.094605588857174652,1329932,19733,851282299.00,629224,47.31,10.20,4.90
18-January-2011,626.00,637.40,626.00,632.45,632.490573242962111532,1052695,22719,665819664.00,243434,23.12,11.40,6.45
17-January-2011,618.50,625.65,612.70,622.90,621.349503338297524857,1236858,27048,768521104.00,194876,15.76,12.95,4.40
14-January-2011,638.35,638.35,618.30,621.70,627.993335944945356145,1575017,35637,989100180.00,196829,12.50,20.05,-16.65
13-January-2011,649.00,655.70,635.50,637.45,642.861767562684171790,1767711,31242,1136393818.00,482927,27.32,20.20,-11.55
12-January-2011,648.00,658.90,626.20,649.30,641.504140482740213387,2615154,47493,1677632119.00,357571,13.67,32.70,1.30
11-January-2011,650.60,660.20,641.65,647.60,652.711215920242565360,1613091,28869,1052882588.00,184726,11.45,18.55,-3.00
10-January-2011,662.05,666.30,646.25,650.70,657.033298645089613595,1933412,36465,1270316064.00,249161,12.89,20.05,-11.35
7-January-2011,685.80,688.00,656.50,660.90,670.579523410496133083,1519169,28763,1018723624.00,330926,21.78,31.50,-24.90
6-January-2011,687.20,691.00,681.75,683.80,685.418083043296747404,931779,17471,638658176.00,113598,12.19,9.25,-3.40
5-January-2011,696.50,697.00,677.40,681.00,684.661991196507826341,1368775,22591,937148217.00,297901,21.76,19.60,-15.50
4-January-2011,707.65,713.80,692.70,694.50,701.132107415515574471,1799740,29981,1261855499.00,445033,24.73,21.10,-13.15
3-January-2011,684.20,706.80,684.20,703.40,699.635400073493946249,2315837,39110,1620241546.00,722632,31.20,22.60,19.20
